Submission ID,Common Name,Scientific Name,Taxonomic Order,Count,State/Province,County,Location ID,Location,Latitude,Longitude,Date,Time,Protocol,Duration (Min),All Obs Reported,Distance Traveled (km),Area Covered (ha),Number of Observers,Breeding Code,Observation Details,Checklist Comments,ML Catalog Numbers
S93139297,Great-tailed Grackle,Quiscalus mexicanus,32763,2,CO-ANT,,L9798749,Parque Jardín,5.5983879,-75.8192047,2021-08-12,05:36 PM,eBird - Stationary Count,10,1,,,2,,Very common at the park
S93729697,Great-tailed Grackle,Quiscalus mexicanus,32763,1,CO-ANT,,L9798749,Parque Jardín,5.5983879,-75.8192047,2021-08-25,05:02 PM,eBird - Stationary Count,10,1,,,1,,Very common at the square. It's been here for several months
S94090491,Great-tailed Grackle,Quiscalus mexicanus,32763,2,CO-ANT,,L9798749,Parque Jardín,5.5983879,-75.8192047,2021-09-02,05:24 PM,eBird - Stationary Count,10,1,,,2,,"Easy to identify by song, and very conspicuous"
S94708320,Great-tailed Grackle,Quiscalus mexicanus,32763,2,CO-ANT,,L9798749,Parque Jardín,5.5983879,-75.8192047,2021-09-15,05:25 PM,eBird - Stationary Count,10,1,,,2,,Cola larga y siempre parados en la parte alta de un árbol vocalizando. Debido al tamaño no se confunden con la especie similar. Llevan bastante tiempo en el parque
S95062238,Great-tailed Grackle,Quiscalus mexicanus,32763,1,CO-ANT,,L9798749,Parque Jardín,5.5983879,-75.8192047,2021-09-23,01:25 PM,eBird - Stationary Count,10,1,,,2,,"Especie muy conspicua, de gran tamaño, totalmente negra con el pico y la cola grabdes y debido al canto estrenduoso es fácil de identificar y evitar confusiones con el otro Quiscalus que también es posible por aquí."
S80014579,Carib Grackle,Quiscalus lugubris,32788,1,CO-ANT,,L10077673,BPI-114-CO,5.568532,-75.8073281,2021-01-28,08:36 AM,eBird - Stationary Count,10,1,,,1,,1,"CN 80, DB 56"
S80549489,Carib Grackle,Quiscalus lugubris,32788,5,CO-ANT,,L5114753,Sendero La Herrera,5.5942143,-75.816232,2021-02-06,04:38 PM,eBird - Traveling Count,26,1,1.13,,2
S81570963,Carib Grackle,Quiscalus lugubris,32788,5,CO-ANT,,L5114753,Sendero La Herrera,5.5942143,-75.816232,2021-02-15,10:21 AM,eBird - Stationary Count,10,1,,,1
S82222285,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,5,CO-ANT,,L13817207,"056057, Jardín CO-Antioquia 5.61125, -75.80958",5.611252,-75.809584,2021-02-11,03:54 PM,eBird - Traveling Count,50,1,1.,,1
S57544616,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9329444,"Antioquia, CO (5.557, -75.868)",5.5573573,-75.8678964,2019-05-23,11:19 AM,eBird - Stationary Count,6,1,,,2
S58575982,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,6,CO-ANT,,L10040180,BPI-012-CO,5.5983673,-75.8273631,2019-07-26,07:14 AM,eBird - Stationary Count,15,1,,,2,,6,BPI020
S83063704,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L10040180,BPI-012-CO,5.5983673,-75.8273631,2021-03-09,07:43 AM,eBird - Stationary Count,10,1,,,2,,2,"CN 40, DB 50"
S92642856,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L10040188,BPI-013-CO,5.5981459,-75.8288516,2021-07-29,08:30 AM,eBird - Stationary Count,11,1,,,2,,,CN 47
S59947083,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,8,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2019-09-20,07:48 AM,eBird - Stationary Count,11,1,,,2
S92748956,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9926138,BPI-029-CO,5.6019295,-75.8572535,2021-08-04,09:11 AM,eBird - Stationary Count,10,1,,,2,,,DB 41
S73724649,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,7,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2020-09-02,08:10 AM,eBird - Stationary Count,12,1,,,1,,,"CN 80, db 43"
S73700845,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,7,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2020-09-17,09:05 AM,eBird - Stationary Count,19,1,,,1,,,"Cn 30, dB 34"
S92741997,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,7,CO-ANT,,L9827344,BPI-032-CO,5.5975644,-75.8560345,2021-08-04,06:12 AM,eBird - Stationary Count,7,1,,,2,,,DB 40
S73688253,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9827425,BPI-034-CO,5.5981273,-75.8580389,2020-09-02,06:42 AM,eBird - Stationary Count,11,1,,,2,,,"CN 65, DB 100"
S73915802,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,17,CO-ANT,,L9827425,BPI-034-CO,5.5981273,-75.8580389,2020-09-22,06:59 AM,eBird - Traveling Count,14,1,.196,,1,S Sobrevolando,,"Cn 50, dB 42"
S92742959,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,5,CO-ANT,,L9827425,BPI-034-CO,5.5981273,-75.8580389,2021-08-04,06:44 AM,eBird - Stationary Count,10,1,,,2,,,DB 46
S92743647,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9827425,BPI-034-CO,5.5981273,-75.8580389,2021-08-04,07:04 AM,eBird - Stationary Count,12,1,,,2,,,DB 41
S73688227,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9827480,BPI-035-CO,5.59656,-75.8573908,2020-09-02,06:16 AM,eBird - Stationary Count,12,1,,,2,,,"CN 63, DB 100"
S82559900,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9827480,BPI-035-CO,5.59656,-75.8573908,2021-02-24,06:29 AM,eBird - Stationary Count,13,1,,,2,,,"CN 60, DB 58"
S82251288,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9827480,BPI-035-CO,5.59656,-75.8573908,2021-02-24,07:19 AM,eBird - Stationary Count,14,0,,,2,,,DB 52   Cn 50
S84176313,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9827480,BPI-035-CO,5.59656,-75.8573908,2021-03-27,07:45 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 63"
S59180964,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9824275,BPI-037-CO,5.614142,-75.8243768,2019-08-21,07:22 AM,eBird - Stationary Count,14,1,,,2,S Sobrevolando,,BPI-037-CO
S72688297,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9824275,BPI-037-CO,5.614142,-75.8243768,2020-08-19,06:37 AM,eBird - Stationary Count,11,1,,,1,,,"CN 100, db 52"
S59705592,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2019-09-12,07:00 AM,eBird - Stationary Count,10,1,,,2
S59705764,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2019-09-12,07:18 AM,eBird - Stationary Count,11,1,,,2,,1
S66084996,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2020-03-19,08:36 AM,eBird - Stationary Count,13,1,,,2,,",B"
S82304833,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2021-02-25,07:12 AM,eBird - Stationary Count,10,1,,,2,,2,"CN 70, DB 49"
S84141599,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2021-03-26,10:10 AM,eBird - Stationary Count,10,1,,,1,,,"CN 60, DB 46"
S93025929,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,7,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2021-08-03,08:07 AM,eBird - Stationary Count,11,1,,,2
S92701484,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9902041,BPI-038-CO,5.585178,-75.8458111,2021-08-03,08:27 AM,eBird - Stationary Count,11,1,,,2,,,DB 35
S59855351,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9906019,BPI-040-CO,5.5699003,-75.8490101,2019-09-11,07:22 AM,eBird - Stationary Count,10,1,,,2
S59705637,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9906019,BPI-040-CO,5.5699003,-75.8490101,2019-09-12,06:00 AM,eBird - Stationary Count,11,1,,,2
S59855417,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,7,CO-ANT,,L9906019,BPI-040-CO,5.5699003,-75.8490101,2019-09-12,06:17 AM,eBird - Stationary Count,11,1,,,2
S73724934,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9906019,BPI-040-CO,5.5699003,-75.8490101,2020-09-01,06:12 AM,eBird - Stationary Count,11,1,,,1,,,"CN 75, db 42"
S74242637,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9906019,BPI-040-CO,5.5699003,-75.8490101,2020-09-24,06:29 AM,eBird - Stationary Count,10,1,,,2,,,"CN 59, DB 90"
S82559608,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9906019,BPI-040-CO,5.5699003,-75.8490101,2021-02-25,06:40 AM,eBird - Stationary Count,12,1,,,2,,,"CN 60,DB 45"
S59855405,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,5,CO-ANT,,L9906017,BPI-041-CO,5.5706775,-75.8506188,2019-09-12,05:54 AM,eBird - Stationary Count,10,1,,,2
S73725011,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9906017,BPI-041-CO,5.5706775,-75.8506188,2020-09-01,05:49 AM,eBird - Stationary Count,10,1,,,1,,,"CN 70, db 45"
S82643045,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9906017,BPI-041-CO,5.5706775,-75.8506188,2021-03-02,09:04 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 50"
S72679562,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2020-08-10,08:06 AM,eBird - Stationary Count,17,1,,,1
S73724222,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2020-09-07,08:34 AM,eBird - Stationary Count,12,1,,,1,,,"CN 40, db 26"
S80745709,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-02-10,08:08 AM,eBird - Stationary Count,16,1,,,1,,V,DB 52  CN 60
S83825198,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9854545,BPI-042-CO,5.6013412,-75.878152,2021-02-23,08:28 AM,eBird - Stationary Count,10,1,,,2
S59369076,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2019-08-30,06:14 AM,eBird - Stationary Count,15,1,,,2
S64802654,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2020-02-19,06:31 AM,eBird - Stationary Count,12,1,,,2
S72329344,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2020-08-10,07:35 AM,eBird - Stationary Count,13,1,,,1,,,"CN 70, db 43"
S80747196,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2021-02-10,08:47 AM,eBird - Stationary Count,11,1,,,2,,,DB 47  Cn 40
S93868171,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9854513,BPI-043-CO,5.5997909,-75.8757741,2021-08-27,07:52 AM,eBird - Stationary Count,12,1,,,2,,,Db57
S73614975,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,7,CO-ANT,,L9824242,BPI-049-CO,5.6045061,-75.8320682,2020-08-21,09:20 AM,eBird - Stationary Count,11,1,,,2,,,"CN 42, DB 90"
S83110589,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9824100,BPI-050-CO,5.6089103,-75.8251729,2021-03-06,07:46 AM,eBird - Stationary Count,12,1,,,2,,,"CN 70, DB 57"
S83175382,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9824100,BPI-050-CO,5.6089103,-75.8251729,2021-03-11,06:28 AM,eBird - Traveling Count,15,1,.083,,2,,,DB 52  Cn 100
S83204524,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9824100,BPI-050-CO,5.6089103,-75.8251729,2021-03-11,07:49 AM,eBird - Stationary Count,12,1,,,2,,,"CN 90, DB 56"
S60436824,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9988027,BPI-053-CO,5.5871752,-75.8342686,2019-10-05,07:44 AM,eBird - Stationary Count,11,1,,,2
S74162654,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9988027,BPI-053-CO,5.5871752,-75.8342686,2020-09-28,07:04 AM,eBird - Stationary Count,12,1,,,1,,,"Cn 85, db 31"
S84586369,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9988027,BPI-053-CO,5.5871752,-75.8342686,2021-04-02,06:51 AM,eBird - Traveling Count,23,1,.118,,2,,,DB 37  CN 70
S84587455,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,5,CO-ANT,,L9988027,BPI-053-CO,5.5871752,-75.8342686,2021-04-02,07:39 AM,eBird - Stationary Count,12,1,,,2,,,DB 37  CN 60
S93706564,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,22,CO-ANT,,L9992890,BPI-054-CO,5.5875,-75.8326233,2021-08-25,06:36 AM,eBird - Stationary Count,14,1,,,2,,,DB 45
S64160445,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9909031,BPI-056-CO,5.5894458,-75.8574513,2020-02-05,06:45 AM,eBird - Stationary Count,10,1,,,2
S73723999,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9909031,BPI-056-CO,5.5894458,-75.8574513,2020-09-15,05:47 AM,eBird - Stationary Count,9,1,,,1,AC Ave Cantando,,"CN 70, db 36"
S95087205,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9878974,BPI-061-CO,5.6049285,-75.8512386,2021-09-24,07:08 AM,eBird - Stationary Count,10,1,,,2,,,DB 44
S73916704,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,5,CO-ANT,,L9879009,BPI-062-CO,5.6032725,-75.8509786,2020-09-22,07:45 AM,eBird - Stationary Count,13,1,,,1,,,"Cn 35, dB 52"
S82273197,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,15,CO-ANT,,L10070666,BPI-069-CO,5.5946084,-75.8686036,2021-02-10,06:34 AM,eBird - Casual Observation,,0,,,2,,,DB 51  CN 80
S72688561,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L10126658,BPI-078-CO,5.5859157,-75.8116886,2020-08-20,08:14 AM,eBird - Stationary Count,19,1,,,1,,,"CN 100, db 61"
S73614865,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10126658,BPI-078-CO,5.5859157,-75.8116886,2020-08-20,09:38 AM,eBird - Stationary Count,10,1,,,2,,,"CN 58, DB 60"
S84290830,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L10004187,BPI-080-CO,5.5971227,-75.825209,2021-02-08,07:24 AM,eBird - Stationary Count,10,1,,,1,,,DB 51  CN 100  Lluvia
S93882177,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,5,CO-ANT,,L10077679,BPI-081-CO,5.6184933,-75.8345716,2021-08-29,08:07 AM,eBird - Stationary Count,10,1,,,2,,,DB 42
S60272297,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9979111,BPI-085-CO,5.5912293,-75.8677986,2019-10-01,06:03 AM,eBird - Stationary Count,10,1,,,2
S72468441,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9979111,BPI-085-CO,5.5912293,-75.8677986,2020-08-14,07:06 AM,eBird - Stationary Count,10,1,,,2,,1,"CN 35, DB 70"
S72684482,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9979087,BPI-086-CO,5.5894677,-75.8664036,2020-08-14,05:58 AM,eBird - Stationary Count,12,1,,,1,,,"CN 100, db 35"
S72468463,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9979087,BPI-086-CO,5.5894677,-75.8664036,2020-08-14,06:46 AM,eBird - Stationary Count,10,1,,,2,,1,"CN 36, DB 85"
S60295292,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9979084,BPI-087-CO,5.5881001,-75.8670407,2019-09-30,07:36 AM,eBird - Stationary Count,10,1,,,2,,1
S72684781,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9979084,BPI-087-CO,5.5881001,-75.8670407,2020-08-14,07:24 AM,eBird - Stationary Count,13,1,,,1,,,"CN 50, db 38"
S60295638,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9979082,BPI-088-CO,5.5888906,-75.868541,2019-10-01,06:00 AM,eBird - Stationary Count,11,1,,,2
S73612336,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9979082,BPI-088-CO,5.5888906,-75.868541,2020-09-11,06:21 AM,eBird - Stationary Count,10,1,,,1,S Sobrevolando,,"CN 80, db 30"
S73723390,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9984924,BPI-089-CO,5.5848779,-75.8636725,2020-09-15,10:32 AM,eBird - Stationary Count,9,1,,,1,,,"CN 70, db 26"
S72687463,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,5,CO-ANT,,L9984928,BPI-090-CO,5.5843161,-75.8623553,2020-08-17,09:48 AM,eBird - Stationary Count,15,1,,,1,AC Ave Cantando,,"CN 100,  db 47"
S73723405,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9984928,BPI-090-CO,5.5843161,-75.8623553,2020-09-15,10:13 AM,eBird - Stationary Count,12,1,,,1,,,"CN 40, db 25"
S65027761,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L9984922,BPI-092-CO,5.5796762,-75.8660031,2020-02-22,07:42 AM,eBird - Stationary Count,11,1,,,2
S65025409,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,12,CO-ANT,,L9984922,BPI-092-CO,5.5796762,-75.8660031,2020-02-24,08:32 AM,eBird - Stationary Count,10,1,,,2,,",Bandada"
S64160338,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9921026,BPI-093-CO,5.5868085,-75.8606636,2020-02-05,08:41 AM,eBird - Stationary Count,10,1,,,2
S65150092,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9921020,BPI-094-CO,5.5848288,-75.8592502,2020-02-21,07:08 AM,eBird - Stationary Count,11,1,,,2
S65028246,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L9921018,BPI-095-CO,5.5863711,-75.8593453,2020-02-21,08:06 AM,eBird - Stationary Count,10,1,,,2
S73736730,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,6,CO-ANT,,L9979196,BPI-098-CO,5.5878297,-75.8632789,2020-09-18,09:22 AM,eBird - Stationary Count,10,1,,,1,S Sobrevolando,,"Cn 70, dB 45"
S94928414,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L9979196,BPI-098-CO,5.5878297,-75.8632789,2021-09-19,07:52 AM,eBird - Stationary Count,10,1,,,2,,,DB 57
S84054242,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L9979202,BPI-104-CO,5.5875835,-75.8619502,2021-03-25,07:22 AM,eBird - Stationary Count,17,1,,,2,,,DB 39  CN 50
S92698111,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L10007410,BPI-105-CO,5.5775292,-75.8538799,2021-08-03,06:49 AM,eBird - Stationary Count,11,1,,,2,,,DB 44
S94723885,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L10007410,BPI-105-CO,5.5775292,-75.8538799,2021-09-15,08:56 AM,eBird - Stationary Count,10,1,,,2
S66085347,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10007407,BPI-106-CO,5.5786166,-75.8547257,2020-03-17,07:29 AM,eBird - Stationary Count,10,1,,,2,,",S"
S74248879,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,5,CO-ANT,,L10007407,BPI-106-CO,5.5786166,-75.8547257,2020-09-28,06:33 AM,eBird - Stationary Count,11,1,,,2,,5,"CN 54, DB 95"
S84128038,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10007407,BPI-106-CO,5.5786166,-75.8547257,2021-03-26,08:09 AM,eBird - Stationary Count,11,1,,,2,,Vocal,DB 56  CN 100
S82559477,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L10007404,BPI-109-CO,5.5793378,-75.8532362,2021-02-25,07:09 AM,eBird - Stationary Count,11,1,,,2,,,"CN 70, DB 50"
S84387524,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L10077669,BPI-113-CO,5.5661728,-75.8067184,2021-03-30,07:32 AM,eBird - Stationary Count,15,1,,,2,,,"CN 30, DB 56"
S84504571,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L10077673,BPI-114-CO,5.568532,-75.8073281,2021-03-29,06:40 AM,eBird - Stationary Count,13,1,,,2
S82673329,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,6,CO-ANT,,L10077810,BPI-115-CO,5.5725872,-75.8085974,2021-03-03,08:38 AM,eBird - Stationary Count,10,1,,,2,,,"CN 100, DB 61"
S65720959,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L10949459,BPI-117-CO,5.5962077,-75.8508329,2020-02-27,07:56 AM,eBird - Stationary Count,10,1,,,2
S81742323,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L10007347,BPI-119-CO,5.5865552,-75.8244126,2021-02-08,08:11 AM,eBird - Stationary Count,10,1,,,2,,,"DB 44,CN 70"
S92654257,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L10070608,BPI-127-CO,5.5903715,-75.864408,2021-08-02,07:29 AM,eBird - Stationary Count,10,1,,,2,,,DB 32
S73689394,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10070611,BPI-128-CO,5.592743,-75.8655629,2020-09-11,08:21 AM,eBird - Stationary Count,15,1,,,2,,,"CN 42, DB 50"
S64540955,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10065339,BPI-130-CO,5.59447,-75.8599492,2020-02-09,08:54 AM,eBird - Stationary Count,11,1,,,2
S84113410,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10235605,BPI-133-CO,5.5959071,-75.8424485,2021-03-26,07:07 AM,eBird - Stationary Count,14,1,,,1,,Vocal,DB 47  CN 100
S73438303,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10235599,BPI-134-CO,5.5970996,-75.840982,2020-09-09,07:43 AM,eBird - Stationary Count,13,1,,,2,,,"CN 62, DB 3"
S84140573,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10235599,BPI-134-CO,5.5970996,-75.840982,2021-03-26,06:26 AM,eBird - Stationary Count,13,1,,,2,,,"CN 100 , DB 65"
S84112603,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10235599,BPI-134-CO,5.5970996,-75.840982,2021-03-26,06:46 AM,eBird - Stationary Count,12,1,,,1,,,DB 52  CN 100
S65713451,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,1,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2020-03-09,08:40 AM,eBird - Stationary Count,12,1,,,2,,",S"
S65713368,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2020-03-10,09:06 AM,eBird - Stationary Count,10,1,,,2,,",S"
S74114435,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,3,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2020-09-27,07:36 AM,eBird - Stationary Count,17,1,,,1,S Sobrevolando,,"Cn 100, db 38"
S74248978,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2020-09-27,09:56 AM,eBird - Stationary Count,10,1,,,2,,2,"CN 46, DB 60"
S81741306,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,2,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2021-02-11,06:08 AM,eBird - Stationary Count,12,1,,,2,,,"DB 43, CN 100"
S84323463,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,4,CO-ANT,,L10235635,BPI-135-CO,5.609175,-75.8743569,2021-03-29,06:41 AM,eBird - Stationary Count,10,1,,,1,,,DB 31  CN 60
S93878444,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,9,CO-ANT,,L10070556,BPI-139-CO,5.6185878,-75.8295983,2021-08-29,06:33 AM,eBird - Stationary Count,11,1,,,2,,,DB 35
S65149877,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,8,CO-ANT,,L10120446,BPI-140-CO,5.6082059,-75.8194265,2020-02-26,06:31 AM,eBird - Stationary Count,10,1,,,2,S Sobrevolando,",B"
S65150060,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,20,CO-ANT,,L10120381,BPI-141-CO,5.6095762,-75.8201307,2020-02-25,06:36 AM,eBird - Stationary Count,10,1,,,2,,",B"
S65149923,Red-bellied Grackle,Hypopyrrhus pyrohypogaster,32798,15,CO-ANT,,L10120381,BPI-141-CO,5.6095762,-75.8201307,2020-02-26,06:15 AM,eBird - Stationary Count,10,1,,,2,,",B"
